# isf[16] -> indices[5] -> decoded[16]
1068 2110 2999 3499 4196 5074 5406 6542 7244 8498 9537 10176 10590 10977 11411 11770 | 56 55 3 0 0 | 963 1893 2941 3614 4229 4927 5717 6606 7453 8299 9207 10188 11334 12305 13220 3549 
646 1391 2463 3344 3985 5097 5922 6540 6889 7555 7943 8550 9604 10752 11916 13021 | 23 23 3 0 0 | 595 1374 2576 3348 3932 4927 5717 6606 7453 8299 9207 10188 11334 12305 13220 3549 
439 876 1257 2457 3184 3656 4179 4502 4883 5185 6195 6797 8096 9414 9902 10655 | 6 0 0 0 0 | 391 869 1389 2383 3270 4417 5360 6466 7453 8299 9207 10188 11334 12305 13220 3549 
996 1544 2748 3665 4318 5448 6273 7241 7825 8302 9364 9770 10463 11081 12125 12942 | 48 55 22 0 0 | 1051 1548 2941 3614 4229 5478 6383 7293 7453 8299 9207 10188 11334 12305 13220 3549 
1023 2236 2962 3541 4053 5369 6048 7265 7575 8660 9705 10458 11040 11883 12215 12846 | 63 55 18 1 18 | 744 2223 2941 3614 4229 5431 6148 7272 7677 8543 9435 10367 12559 13839 14894 4285 
1221 2217 3129 3663 4198 5408 5830 6328 7619 7938 8423 9454 10242 10734 11427 12618 | 58 55 8 0 0 | 1149 1837 2941 3614 4229 5161 6021 6798 7453 8299 9207 10188 11334 12305 13220 3549 
961 1690 2774 3455 4295 4928 5426 6222 7461 8023 8762 9833 10212 10861 11726 12524 | 53 55 1 0 0 | 946 1745 2941 3614 4229 4700 5571 6412 7453 8299 9207 10188 11334 12305 13220 3549 
1096 2304 3039 4271 5442 6288 7490 8765 9522 10480 11131 12024 12505 13141 13988 14939 | 63 63 62 29 17 | 744 2223 3463 4264 5282 6261 7444 8666 9362 10136 10916 12029 12868 14006 15114 4400 
636 1524 2846 3259 3904 5119 5499 6594 7632 8891 9279 9727 10681 11505 12122 13091 | 27 23 3 1 0 | 653 1484 2576 3348 3932 4927 5717 6606 7677 8543 9435 10367 11334 12305 13220 3549 
586 1336 2226 2575 3141 4148 4483 5689 6221 6759 7944 8332 9486 9821 10722 11527 | 23 3 0 0 0 | 595 1374 1996 2689 3426 4417 5360 6466 7453 8299 9207 10188 11334 12305 13220 3549 
620 1590 2574 3240 4340 5521 5929 6945 7784 8818 9812 10596 11306 12185 13053 13848 | 29 43 34 2 18 | 600 1629 2561 3289 4440 5473 6296 7027 7908 8783 9622 10543 12559 13839 14894 4285 
871 1534 2808 4114 5130 6190 7004 8212 8520 9243 9612 10483 11790 12141 13092 13464 | 45 61 59 4 17 | 904 1515 2742 3974 5206 6046 7011 8344 8494 9220 9938 10802 12868 14006 15114 4400 
655 1357 1678 2923 3423 4570 4912 5328 6273 7533 8723 9565 10883 11656 12189 13077 | 23 2 0 0 18 | 595 1374 1771 2829 3678 4417 5360 6466 7453 8299 9207 10188 12559 13839 14894 4285 
1279 1665 2106 3419 4327 5147 6364 7472 8467 9018 10303 10865 11524 12390 13164 14420 | 54 25 19 4 17 | 1240 1617 2106 3361 4214 5255 6392 7376 8494 9220 9938 10802 12868 14006 15114 4400 
674 1957 3266 4130 4532 5683 6333 7474 8299 8989 9304 9649 10192 11106 12383 13154 | 60 62 29 2 0 | 566 1906 3131 3993 4611 5589 6363 7453 7908 8783 9622 10543 11334 12305 13220 3549 
302 1132 1853 2444 3316 3867 4692 5361 5983 6518 7067 7756 8923 9386 10240 11140 | 9 3 0 0 0 | 314 1094 1996 2689 3426 4417 5360 6466 7453 8299 9207 10188 11334 12305 13220 3549 
804 2094 2581 3829 4336 4995 5446 6318 7482 8053 8510 9511 9949 11083 11431 12360 | 59 47 1 0 0 | 832 1976 2470 3832 4467 4700 5571 6412 7453 8299 9207 10188 11334 12305 13220 3549 
721 2029 3080 3399 4106 5071 5718 6333 6817 7427 8031 8397 9281 10528 10854 11634 | 59 55 3 0 0 | 832 1976 2941 3614 4229 4927 5717 6606 7453 8299 9207 10188 11334 12305 13220 3549 
337 1107 2346 3329 4038 4643 5238 5539 6331 6882 7197 7555 8757 9445 10267 11023 | 9 22 1 0 0 | 314 1094 2354 3412 4087 4700 5571 6412 7453 8299 9207 10188 11334 12305 13220 3549 
391 945 2017 2605 3006 4179 4529 5111 6153 7312 7810 8503 9630 10279 11360 12643 | 8 3 0 0 0 | 408 994 1996 2689 3426 4417 5360 6466 7453 8299 9207 10188 11334 12305 13220 3549 
807 2049 2536 3177 4269 4593 5182 6263 7041 7766 8079 9098 10273 10577 10908 11515 | 59 21 0 0 0 | 832 1976 2450 3149 4175 4417 5360 6466 7453 8299 9207 10188 11334 12305 13220 3549 
429 1253 2383 2785 3945 4679 4982 6146 7046 8012 9022 9680 10015 10659 11252 11936 | 15 13 0 0 0 | 472 1230 2231 3000 4004 4417 5360 6466 7453 8299 9207 10188 11334 12305 13220 3549 
867 1445 2423 3152 4064 4689 5329 6031 6367 6980 7537 7940 8879 10035 11344 12120 | 38 19 1 0 0 | 860 1431 2391 3215 4006 4700 5571 6412 7453 8299 9207 10188 11334 12305 13220 3549 
1120 1845 3096 3844 5153 5833 6387 7232 8138 9448 9997 11229 12462 13047 14180 15472 | 58 57 36 6 17 | 1149 1837 2849 3849 4877 5787 6424 7316 8392 9389 10405 11416 12868 14006 15114 4400 
388 1581 2620 3288 3925 4640 5280 5969 6889 8095 8928 9914 11182 11956 12705 13169 | 24 23 1 0 18 | 366 1554 2576 3348 3932 4700 5571 6412 7453 8299 9207 10188 12559 13839 14894 4285 
